"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol","Perubahan%"
"2016-07-04",1352.00,1345.00,1360.15,1343.00,0,0.48
"2016-07-05",1403.30,1394.50,1394.50,1393.80,0.00K,3.79
"2016-07-06",1411.70,1408.20,1409.00,1406.00,0.05K,0.6
"2016-07-07",1405.50,1405.50,1405.50,1405.50,0.03K,-0.44
"2016-07-08",1402.50,1399.80,1399.80,1399.80,0.01K,-0.21
"2016-07-11",1401.80,1407.70,1407.70,1407.70,0.13K,-0.05
"2016-07-12",1381.20,1386.10,1386.10,1386.10,0.01K,-1.47
"2016-07-13",1389.50,1389.50,1389.50,1389.50,0.01K,0.6
"2016-07-14",1378.20,1378.20,1378.20,1378.20,0.02K,-0.81
"2016-07-15",1374.00,1374.00,1374.00,1374.00,0.05K,-0.3
"2016-07-18",1375.90,1375.90,1375.90,1375.90,0.05K,0.14
"2016-07-19",1379.30,1379.30,1379.30,1379.30,0.44K,0.25
"2016-07-20",1366.70,1366.70,1366.70,1366.70,0.75K,-0.91
"2016-07-21",1379.20,1379.20,1379.20,1379.20,0.32K,0.91
"2016-07-22",1372.50,1372.50,1372.50,1372.50,0.06K,-0.49
"2016-07-25",1368.30,1368.30,1368.30,1368.30,0.55K,-0.31
"2016-07-26",1369.60,1369.60,1369.60,1369.60,0.01K,0.1
"2016-07-27",1378.10,1378.10,1378.10,1378.10,0.00K,0.62
"2016-07-28",1384.90,1384.90,1384.90,1384.90,56.91K,0.49
"2016-07-29",1401.80,1401.80,1401.80,1401.80,0.03K,1.22
"2016-08-01",1402.30,1402.90,1403.20,1402.90,0.02K,0.04
"2016-08-02",1415.50,1415.50,1415.50,1415.50,0.38K,0.94
"2016-08-03",1410.00,1414.20,1414.20,1414.20,0.00K,-0.39
"2016-08-04",1414.00,1414.00,1414.00,1414.00,0.02K,0.28
"2016-08-05",1394.00,1394.00,1394.00,1394.00,0.01K,-1.41
"2016-08-08",1391.40,1391.40,1391.40,1391.40,0.59K,-0.19
"2016-08-09",1396.70,1396.70,1396.70,1396.70,0.62K,0.38
"2016-08-10",1401.70,1401.70,1401.70,1401.70,0.11K,0.36
"2016-08-11",1400.10,1400.10,1400.10,1400.10,0.67K,-0.11
"2016-08-12",1392.90,1392.90,1392.90,1392.90,0.11K,-0.51
"2016-08-15",1396.70,1396.70,1396.70,1396.70,0.06K,0.27
"2016-08-16",1405.10,1405.10,1405.10,1405.10,0.34K,0.6
"2016-08-17",1396.70,1396.70,1396.70,1396.70,0.14K,-0.6
"2016-08-18",1405.20,1405.20,1405.20,1405.20,0.14K,0.61
"2016-08-19",1394.10,1394.10,1394.10,1394.10,0.20K,-0.79
"2016-08-22",1391.30,1391.30,1391.30,1391.30,0.12K,-0.2
"2016-08-23",1393.90,1393.90,1393.90,1393.90,0.55K,0.19
"2016-08-24",1376.50,1376.50,1376.50,1376.50,0.26K,-1.25
"2016-08-25",1370.10,1370.10,1370.10,1370.10,0.06K,-0.46
"2016-08-26",1369.30,1369.30,1369.30,1369.30,0.14K,-0.06
"2016-08-29",1370.50,1370.50,1370.50,1370.50,0.04K,0.09
"2016-08-30",1360.60,1360.60,1360.60,1360.60,0.02K,-0.72
"2016-08-31",1354.00,1354.00,1354.00,1354.00,0.12K,-0.49
"2016-09-01",1359.00,1359.00,1359.00,1359.00,0.20K,0.37
"2016-09-02",1371.70,1371.70,1371.70,1371.70,0.35K,0.93
"2016-09-04",1326.25,1328.20,1328.75,1326.15,0,-3.31
"2016-09-05",1331.10,1326.35,1332.15,1325.55,0,0.37
"2016-09-06",1397.50,1397.50,1397.50,1397.50,0.03K,4.99
"2016-09-07",1393.50,1393.50,1393.50,1393.50,0.01K,-0.29
"2016-09-08",1386.60,1386.60,1386.60,1386.60,0.03K,-0.5
"2016-09-09",1379.50,1379.50,1379.50,1379.50,0.04K,-0.51
"2016-09-12",1370.80,1370.80,1370.80,1370.80,0.18K,-0.63
"2016-09-13",1367.20,1367.20,1367.20,1367.20,0.09K,-0.26
"2016-09-14",1369.70,1369.70,1369.70,1369.70,0.00K,0.18
"2016-09-15",1361.30,1363.10,1363.10,1359.60,0.00K,-0.61
"2016-09-16",1353.50,1357.20,1358.50,1354.00,0.02K,-0.57
"2016-09-19",1360.80,1360.80,1360.80,1360.80,0.02K,0.54
"2016-09-20",1361.30,1361.30,1361.30,1361.30,0.10K,0.04
"2016-09-21",1374.90,1369.50,1369.50,1366.80,0.01K,1
"2016-09-22",1386.70,1389.40,1389.40,1389.40,0.10K,0.86
"2016-09-23",1383.70,1383.70,1383.70,1383.70,0.04K,-0.22
"2016-09-26",1386.60,1386.60,1386.60,1386.60,0.02K,0.21
"2016-09-27",1372.70,1372.70,1372.70,1372.70,0.05K,-1
"2016-09-28",1365.60,1365.60,1365.60,1365.60,0.10K,-0.52
"2016-09-29",1368.00,1368.00,1368.00,1368.00,6.11K,0.18
"2016-09-30",1359.30,1359.30,1359.30,1359.30,0.87K,-0.64
"2016-10-03",1354.80,1354.80,1354.80,1354.80,0.30K,-0.33
"2016-10-04",1311.00,1311.00,1311.00,1311.00,1.89K,-3.23
"2016-10-05",1310.20,1310.20,1310.20,1310.20,0.25K,-0.06
"2016-10-06",1294.40,1294.40,1294.40,1294.40,0.11K,-1.21
"2016-10-07",1293.40,1293.40,1293.40,1293.40,0.17K,-0.08
"2016-10-10",1302.80,1302.80,1302.80,1302.80,0.03K,0.73
"2016-10-11",1298.40,1298.70,1298.70,1298.70,0.00K,-0.34
"2016-10-12",1296.60,1296.60,1296.60,1296.60,0.13K,-0.14
"2016-10-13",1301.20,1301.20,1301.20,1301.20,0.32K,0.35
"2016-10-14",1299.30,1295.90,1295.90,1295.90,0.00K,-0.15
"2016-10-17",1300.70,1300.70,1300.70,1300.70,0.04K,0.11
"2016-10-18",1307.50,1307.50,1307.50,1307.50,0.01K,0.52
"2016-10-19",1314.30,1314.30,1314.30,1314.30,0.22K,0.52
"2016-10-20",1312.60,1312.60,1312.60,1312.60,0.42K,-0.13
"2016-10-21",1312.10,1312.10,1312.10,1312.10,0.22K,-0.04
"2016-10-24",1306.30,1306.30,1306.30,1306.30,0.04K,-0.44
"2016-10-25",1317.70,1317.70,1317.70,1317.70,0.20K,0.87
"2016-10-26",1310.70,1310.70,1310.70,1310.70,0.28K,-0.53
"2016-10-27",1315.60,1315.60,1315.60,1315.60,0.02K,0.37
"2016-10-28",1322.70,1318.00,1318.60,1318.00,0.11K,0.54
"2016-10-31",1319.30,1319.30,1319.30,1319.30,0.20K,-0.26
"2016-11-01",1334.40,1334.40,1334.40,1334.40,0.01K,1.14
"2016-11-02",1354.40,1354.40,1354.40,1354.40,0.03K,1.5
"2016-11-03",1350.20,1350.20,1350.20,1350.20,0.07K,-0.31
"2016-11-04",1352.10,1352.10,1352.10,1352.10,0.01K,0.14
"2016-11-07",1326.80,1326.80,1326.80,1326.80,0.03K,-1.87
"2016-11-08",1322.60,1322.60,1322.60,1322.60,0.00K,-0.32
"2016-11-09",1322.10,1319.00,1319.00,1319.00,0.02K,-0.04
"2016-11-10",1313.00,1313.00,1313.00,1313.00,0.01K,-0.69
"2016-11-11",1269.10,1267.10,1267.10,1267.10,0.00K,-3.34
"2016-11-14",1271.70,1271.70,1271.70,1271.70,0.17K,0.2
"2016-11-15",1275.70,1275.70,1275.70,1275.70,0.02K,0.31
"2016-11-16",1275.10,1275.10,1275.10,1275.10,0.07K,-0.05
"2016-11-17",1268.60,1268.60,1268.60,1268.60,1.14K,-0.51
"2016-11-18",1261.20,1261.20,1261.20,1261.20,0.61K,-0.58
"2016-11-21",1261.60,1261.60,1261.60,1261.60,0,0.03
"2016-11-22",1262.80,1271.30,1271.30,1271.30,0.00K,0.1
"2016-11-23",1241.70,1241.70,1241.70,1241.70,0.31K,-1.67
"2016-11-24",1185.55,1189.20,1190.30,1179.75,0,-4.52
"2016-11-25",1230.30,1230.30,1230.30,1230.30,0.00K,3.77
"2016-11-28",1243.40,1243.40,1243.40,1243.40,0.00K,1.06
"2016-11-29",1240.30,1240.00,1240.00,1240.00,0.01K,-0.25
"2016-11-30",1223.20,1230.00,1230.00,1225.40,0.01K,-1.38
"2016-12-01",1218.50,1218.50,1218.50,1218.50,0.00K,-0.38
"2016-12-02",1227.20,1227.20,1227.20,1227.20,1.52K,0.71
"2016-12-05",1226.50,1226.50,1226.50,1226.50,0.36K,-0.06
"2016-12-06",1219.80,1219.80,1219.80,1219.80,0.65K,-0.55
"2016-12-07",1231.40,1231.40,1231.40,1231.40,0.18K,0.95
"2016-12-08",1227.20,1227.20,1227.20,1227.20,0.32K,-0.34
"2016-12-09",1216.80,1216.80,1216.80,1216.80,0.37K,-0.85
"2016-12-12",1221.10,1221.10,1221.10,1221.10,0.33K,0.35
"2016-12-13",1214.40,1214.40,1214.40,1214.40,0.64K,-0.55
"2016-12-14",1219.10,1219.20,1219.20,1219.20,0.01K,0.39
"2016-12-15",1190.80,1190.00,1190.00,1190.00,0.56K,-2.32
"2016-12-16",1198.60,1197.00,1197.00,1197.00,0.02K,0.66
"2016-12-19",1203.60,1203.60,1203.60,1203.60,0.00K,0.42
"2016-12-20",1194.70,1194.00,1194.00,1194.00,0.00K,-0.74
"2016-12-21",1194.20,1194.20,1194.20,1194.20,0.05K,-0.04
"2016-12-22",1191.50,1191.50,1191.50,1191.50,0.10K,-0.23
"2016-12-23",1194.50,1194.50,1194.50,1194.50,0.07K,0.25
"2016-12-25",1135.00,1135.00,1135.00,1135.00,0,-4.98
"2016-12-26",1134.55,1135.00,1136.05,1134.00,0,-0.04
"2016-12-27",1199.60,1199.60,1199.60,1199.60,0.00K,5.73
"2016-12-28",1201.70,1201.70,1201.70,1201.70,0.21K,0.18
"2016-12-29",1218.90,1218.40,1218.40,1218.40,0.01K,1.43
"2016-12-30",1212.20,1219.00,1219.00,1219.00,0.00K,-0.55
"2017-01-02",1151.05,1151.00,1153.25,1150.00,0,-5.04
"2017-01-03",1222.40,1209.00,1209.00,1209.00,0.00K,6.2
"2017-01-04",1224.80,1224.80,1224.80,1224.80,0.25K,0.2
"2017-01-05",1239.80,1239.80,1239.80,1239.80,0.26K,1.22
"2017-01-06",1233.40,1234.00,1234.00,1234.00,0.21K,-0.52
"2017-01-09",1245.30,1245.30,1245.30,1245.30,0.06K,0.96
"2017-01-10",1246.20,1241.60,1241.60,1241.60,0.01K,0.07
"2017-01-11",1257.70,1257.70,1257.70,1257.70,0.02K,0.92
"2017-01-12",1261.00,1261.00,1261.00,1261.00,0.11K,0.26
"2017-01-13",1259.00,1259.00,1259.00,1259.00,1.51K,-0.16
"2017-01-15",1203.35,1197.30,1205.05,1197.30,0,-4.42
"2017-01-16",1202.85,1203.25,1208.45,1200.00,0,-0.04
"2017-01-17",1275.10,1275.10,1275.10,1275.10,0.00K,6.01
"2017-01-18",1273.40,1274.40,1274.40,1274.30,0.01K,-0.13
"2017-01-19",1263.20,1262.80,1262.80,1262.40,0.00K,-0.8
"2017-01-20",1266.90,1266.90,1266.90,1266.90,0.04K,0.29
"2017-01-23",1276.60,1276.60,1276.60,1276.60,0.02K,0.77
"2017-01-24",1271.80,1271.80,1271.80,1271.80,0.02K,-0.38
"2017-01-25",1258.80,1258.80,1258.80,1258.80,0.40K,-1.02
"2017-01-26",1250.60,1250.60,1250.60,1250.60,0.02K,-0.65
"2017-01-27",1249.40,1246.00,1246.00,1246.00,0.00K,-0.1
"2017-01-30",1254.10,1259.00,1259.00,1259.00,0.00K,0.38
"2017-01-31",1269.50,1270.00,1274.00,1270.00,0.00K,1.23
"2017-02-01",1267.20,1267.00,1267.00,1267.00,0.00K,-0.18
"2017-02-02",1278.30,1278.30,1278.30,1278.30,0.00K,0.88
"2017-02-03",1279.90,1279.90,1279.90,1279.90,0.87K,0.13
"2017-02-06",1291.00,1294.00,1294.00,1289.00,0.00K,0.87
"2017-02-07",1294.10,1294.10,1294.10,1294.10,0.01K,0.24
"2017-02-08",1296.00,1298.50,1298.50,1298.50,0.00K,0.15
"2017-02-09",1293.10,1293.10,1293.10,1293.10,0.01K,-0.22
"2017-02-10",1292.20,1292.20,1292.20,1292.20,0.39K,-0.07
"2017-02-13",1282.60,1282.60,1282.60,1282.60,0.40K,-0.74
"2017-02-14",1282.60,1282.60,1282.60,1282.60,0.03K,0
"2017-02-15",1291.90,1291.90,1291.90,1291.90,0.04K,0.73
"2017-02-16",1300.40,1300.40,1300.40,1300.40,0.09K,0.66
"2017-02-17",1297.10,1297.10,1297.10,1297.10,0.00K,-0.25
"2017-02-19",1237.30,1236.00,1239.25,1236.00,0,-4.61
"2017-02-20",1238.20,1237.25,1240.15,1233.50,0,0.07
"2017-02-21",1296.90,1296.90,1296.90,1296.90,0.12K,4.74
"2017-02-22",1291.00,1291.00,1291.00,1291.00,0.04K,-0.45
"2017-02-23",1309.40,1309.40,1309.40,1309.40,0.07K,1.43
"2017-02-24",1316.10,1314.50,1314.50,1314.50,0.01K,0.51
"2017-02-27",1316.80,1316.80,1316.80,1316.80,0.00K,0.05
"2017-02-28",1312.00,1312.00,1312.00,1312.00,0.72K,-0.36
"2017-03-01",1308.80,1308.80,1308.80,1308.80,0.03K,-0.24
"2017-03-02",1291.60,1291.60,1291.60,1291.60,0.08K,-1.31
"2017-03-03",1286.50,1286.50,1286.50,1286.50,0.12K,-0.39
"2017-03-06",1285.00,1285.00,1285.00,1285.00,0.03K,-0.12
"2017-03-07",1275.40,1285.40,1285.40,1276.20,0.16K,-0.75
"2017-03-08",1269.60,1269.50,1269.50,1269.50,0.00K,-0.45
"2017-03-09",1263.40,1263.40,1263.40,1263.40,0.04K,-0.49
"2017-03-10",1261.70,1261.70,1261.70,1261.70,0.00K,-0.13
"2017-03-13",1264.30,1266.80,1266.80,1266.80,0.03K,0.21
"2017-03-14",1264.00,1264.00,1264.00,1264.00,0.02K,-0.02
"2017-03-15",1262.00,1262.00,1262.00,1262.00,0.00K,-0.16
"2017-03-16",1288.40,1288.40,1288.40,1288.40,0.05K,2.09
"2017-03-17",1291.30,1291.30,1291.30,1291.30,0.03K,0.23
"2017-03-20",1294.90,1295.70,1295.70,1295.70,0.00K,0.28
"2017-03-21",1306.70,1300.00,1300.00,1300.00,0.00K,0.91
"2017-03-22",1309.20,1309.20,1309.20,1309.20,0.00K,0.19
"2017-03-23",1306.20,1306.20,1306.20,1306.20,0.09K,-0.23
"2017-03-24",1308.10,1308.10,1308.10,1308.10,0.02K,0.15
"2017-03-27",1315.10,1315.00,1315.00,1315.00,0.00K,0.54
"2017-03-28",1315.20,1315.20,1315.20,1315.20,0.03K,0.01
"2017-03-29",1313.20,1313.90,1313.90,1313.90,0.00K,-0.15
"2017-03-30",1304.40,1314.00,1314.50,1314.00,0.00K,-0.67
"2017-03-31",1307.50,1307.50,1307.50,1307.50,8.22K,0.24
"2017-04-03",1310.40,1310.40,1310.40,1310.40,1.16K,0.22
"2017-04-04",1314.50,1314.50,1314.50,1314.50,0.72K,0.31
"2017-04-05",1304.60,1304.60,1304.60,1304.60,0.91K,-0.75
"2017-04-06",1309.50,1309.50,1309.50,1309.50,0.00K,0.38
"2017-04-07",1313.90,1313.90,1313.90,1313.90,0.02K,0.34
"2017-04-10",1310.40,1313.20,1313.20,1313.20,0.01K,-0.27
"2017-04-11",1330.50,1332.00,1332.00,1332.00,0.00K,1.53
"2017-04-12",1334.40,1334.40,1334.40,1334.40,0.49K,0.29
"2017-04-13",1343.80,1343.80,1343.80,1343.80,0.92K,0.7
"2017-04-14",1289.65,1289.65,1289.65,1289.65,0,-4.03
"2017-04-17",1346.90,1346.90,1346.90,1346.90,0.07K,4.44
"2017-04-18",1348.00,1348.00,1348.00,1348.00,0.00K,0.08
"2017-04-19",1337.60,1338.50,1338.50,1338.50,0.00K,-0.77
"2017-04-20",1338.80,1338.80,1338.80,1338.80,0.05K,0.09
"2017-04-21",1344.10,1344.10,1344.10,1344.10,0.47K,0.4
"2017-04-24",1332.90,1335.00,1335.00,1335.00,0.01K,-0.83
"2017-04-25",1323.10,1323.10,1323.10,1323.10,0.36K,-0.74
"2017-04-26",1320.10,1320.10,1320.10,1320.10,0.10K,-0.23
"2017-04-27",1321.80,1321.80,1321.80,1321.80,0.21K,0.13
"2017-04-28",1324.20,1324.20,1324.20,1324.20,0.09K,0.18
"2017-05-01",1311.70,1311.70,1311.70,1311.70,0.03K,-0.94
"2017-05-02",1313.20,1311.80,1315.10,1311.80,0.01K,0.11
"2017-05-03",1304.70,1305.80,1305.80,1305.80,0.00K,-0.65
"2017-05-04",1284.50,1284.50,1284.50,1284.50,0.07K,-1.55
"2017-05-05",1282.90,1282.90,1282.90,1282.90,0.02K,-0.12
"2017-05-08",1283.20,1283.20,1283.20,1283.20,0.04K,0.02
"2017-05-09",1272.20,1279.80,1279.80,1271.60,0.00K,-0.86
"2017-05-10",1274.70,1274.70,1274.70,1274.70,0.01K,0.2
"2017-05-11",1280.00,1280.00,1280.00,1280.00,0.17K,0.42
"2017-05-12",1282.80,1282.80,1282.80,1282.80,0.02K,0.22
"2017-05-15",1285.10,1285.10,1285.10,1285.10,0.01K,0.18
"2017-05-16",1291.50,1288.00,1289.00,1288.00,0.01K,0.5
"2017-05-17",1313.30,1299.70,1312.20,1299.70,0.01K,1.69
"2017-05-18",1306.30,1306.30,1306.30,1306.30,0.01K,-0.53
"2017-05-19",1307.00,1307.00,1307.00,1307.00,0.01K,0.05
"2017-05-22",1315.10,1315.10,1315.10,1315.10,0.01K,0.62
"2017-05-23",1309.20,1309.20,1309.20,1309.20,0.02K,-0.45
"2017-05-24",1306.80,1306.80,1306.80,1306.80,0.01K,-0.18
"2017-05-25",1310.40,1310.10,1310.10,1310.10,0.00K,0.28
"2017-05-26",1321.90,1322.10,1322.10,1322.10,0.00K,0.88
"2017-05-28",1268.22,1266.31,1269.02,1266.31,0,-4.06
"2017-05-29",1266.69,1268.02,1268.60,1264.96,0,-0.12
"2017-05-30",1316.20,1316.20,1316.20,1316.20,129.82K,3.91
"2017-05-31",1325.60,1325.60,1325.60,1325.60,2.71K,0.71
"2017-06-01",1320.30,1320.30,1320.30,1320.30,0.00K,-0.4
"2017-06-02",1330.20,1321.90,1321.90,1321.90,0.00K,0.75
"2017-06-05",1332.70,1332.70,1332.70,1332.70,0.00K,0.19
"2017-06-06",1347.10,1347.10,1347.10,1347.10,0.94K,1.08
"2017-06-07",1342.70,1342.70,1342.70,1342.70,0.64K,-0.33
"2017-06-08",1329.00,1329.00,1329.00,1329.00,0.32K,-1.02
"2017-06-09",1321.00,1321.00,1321.00,1321.00,0.47K,-0.6
"2017-06-12",1318.60,1318.60,1318.60,1318.60,0.26K,-0.18
"2017-06-13",1318.30,1318.30,1318.30,1318.30,0.15K,-0.02
"2017-06-14",1325.30,1322.50,1322.50,1322.50,0.01K,0.53
"2017-06-15",1303.90,1303.90,1303.90,1303.90,0.74K,-1.61
"2017-06-16",1305.80,1305.80,1305.80,1305.80,0.03K,0.15
"2017-06-19",1296.10,1295.00,1297.90,1295.00,0.01K,-0.74
"2017-06-20",1292.50,1297.60,1297.60,1297.60,0.00K,-0.28
"2017-06-21",1294.60,1294.60,1294.60,1294.60,0.00K,0.16
"2017-06-22",1298.10,1298.10,1298.10,1298.10,0.16K,0.27
"2017-06-23",1305.40,1305.40,1305.40,1305.40,0.27K,0.56
"2017-06-26",1295.40,1295.40,1295.40,1295.40,0.19K,-0.77
"2017-06-27",1296.10,1296.10,1296.10,1296.10,0.11K,0.05
"2017-06-28",1298.50,1298.50,1298.50,1298.50,0.01K,0.19
"2017-06-29",1295.40,1295.40,1295.40,1295.40,0.54K,-0.24
"2017-06-30",1291.70,1291.70,1291.70,1291.70,0.04K,-0.29
"2017-07-03",1268.60,1287.20,1287.60,1271.00,0.02K,-1.79
"2017-07-04",1227.55,1224.30,1228.03,1221.49,0,-3.24
"2017-07-05",1271.60,1276.50,1276.50,1271.20,0.02K,3.59
"2017-07-06",1274.40,1274.40,1274.40,1274.40,0.01K,0.22
"2017-07-07",1260.10,1270.30,1270.30,1268.90,0.00K,-1.12
"2017-07-10",1263.70,1263.70,1263.70,1263.70,0.03K,0.29
"2017-07-11",1265.40,1265.40,1265.40,1265.40,0.01K,0.13
"2017-07-12",1268.90,1268.90,1268.90,1268.90,0.01K,0.28
"2017-07-13",1266.20,1268.40,1268.40,1268.40,0.00K,-0.21
"2017-07-14",1276.50,1264.00,1280.40,1264.00,0.01K,0.81
"2017-07-17",1283.10,1283.10,1283.10,1283.10,0.01K,0.52
"2017-07-18",1291.20,1291.20,1291.20,1291.20,0.03K,0.63
"2017-07-19",1291.40,1291.40,1291.40,1291.40,0.00K,0.02
"2017-07-20",1294.80,1294.80,1294.80,1294.80,0.01K,0.26
"2017-07-21",1303.60,1303.80,1303.80,1303.80,0.00K,0.68
"2017-07-24",1303.10,1301.50,1301.50,1301.00,0.00K,-0.04
"2017-07-25",1300.90,1300.90,1300.90,1300.90,0.02K,-0.17
"2017-07-26",1298.90,1298.90,1298.90,1298.90,0.00K,-0.15
"2017-07-27",1310.20,1313.70,1313.70,1313.70,0.05K,0.87
"2017-07-28",1319.10,1319.10,1319.10,1319.10,64.18K,0.68
"2017-07-31",1317.20,1317.20,1317.20,1317.20,7.78K,-0.14
"2017-08-01",1323.00,1318.60,1322.00,1318.60,0.00K,0.44
"2017-08-02",1322.20,1318.60,1318.60,1318.60,0.00K,-0.06
"2017-08-03",1318.30,1318.30,1318.30,1318.30,0.88K,-0.29
"2017-08-04",1308.40,1308.40,1308.40,1308.40,0.52K,-0.75
"2017-08-07",1308.70,1306.00,1306.00,1306.00,0.00K,0.02
"2017-08-08",1307.10,1317.40,1317.40,1305.20,0.00K,-0.12
"2017-08-09",1323.70,1323.70,1323.70,1323.70,0.57K,1.27
"2017-08-10",1334.50,1335.00,1335.00,1332.40,0.02K,0.82
"2017-08-11",1338.10,1338.10,1338.10,1338.10,0.14K,0.27
"2017-08-14",1334.80,1334.80,1334.80,1334.80,0.34K,-0.25
"2017-08-15",1324.20,1323.40,1323.40,1321.50,0.01K,-0.79
"2017-08-16",1327.50,1318.50,1318.50,1318.50,0.00K,0.25
"2017-08-17",1336.80,1336.20,1336.20,1336.20,0.00K,0.7
"2017-08-18",1335.70,1335.70,1335.70,1335.70,0.00K,-0.08
"2017-08-21",1341.00,1341.00,1341.00,1341.00,0.02K,0.4
"2017-08-22",1335.50,1335.50,1335.50,1335.50,0.10K,-0.41
"2017-08-23",1338.80,1338.80,1338.80,1338.80,0.25K,0.25
"2017-08-24",1336.00,1336.00,1336.00,1336.00,0.55K,-0.21
"2017-08-25",1341.90,1341.90,1341.90,1341.90,0.28K,0.44
"2017-08-28",1359.70,1359.70,1359.70,1359.70,0.15K,1.33
"2017-08-29",1362.80,1368.70,1368.70,1368.30,0.00K,0.23
"2017-08-30",1358.00,1358.00,1358.00,1358.00,0.37K,-0.35
"2017-08-31",1365.60,1371.00,1371.00,1371.00,0.00K,0.56
"2017-09-01",1374.20,1374.20,1374.20,1374.20,0.01K,0.63
"2017-09-03",1341.22,1340.54,1342.07,1338.96,0,-2.4
"2017-09-04",1338.08,1341.21,1344.59,1337.01,0,-0.23
"2017-09-05",1388.30,1387.50,1387.50,1387.50,0.00K,3.75
"2017-09-06",1383.00,1383.00,1383.00,1383.00,0.02K,-0.38
"2017-09-07",1395.10,1397.80,1397.80,1397.80,0.00K,0.87
"2017-09-08",1396.40,1396.40,1396.40,1396.40,0.00K,0.09
"2017-09-11",1381.20,1381.20,1381.20,1381.20,0.01K,-1.09
"2017-09-12",1378.90,1378.90,1378.90,1378.90,0.50K,-0.17
"2017-09-13",1373.80,1373.80,1373.80,1373.80,0.08K,-0.37
"2017-09-14",1376.30,1376.30,1376.30,1376.30,0.24K,0.18
"2017-09-15",1372.20,1372.20,1372.20,1372.20,0.15K,-0.3
"2017-09-18",1357.40,1357.40,1357.40,1357.40,0.00K,-1.08
"2017-09-19",1358.30,1358.30,1358.30,1358.30,0.04K,0.07
"2017-09-20",1364.00,1364.00,1364.00,1364.00,0.01K,0.42
"2017-09-21",1342.40,1342.00,1342.00,1342.00,0.00K,-1.58
"2017-09-22",1345.10,1345.10,1345.10,1345.10,0.00K,0.2
"2017-09-25",1359.20,1359.20,1359.20,1359.20,0.01K,1.05
"2017-09-26",1349.70,1349.70,1349.70,1349.70,0.04K,-0.7
"2017-09-27",1336.30,1336.50,1340.10,1333.70,0.01K,-0.99
"2017-09-28",1336.90,1336.90,1336.90,1336.90,0.00K,0.04
